stratum,value,method,people,images,accuracy,macro_f1_fixed_classes,sitting_precision,sitting_recall,sitting_f1,sitting_support,standing_precision,standing_recall,standing_f1,standing_support,walking_running_precision,walking_running_recall,walking_running_f1,walking_running_support
scene_occupancy,multiple_people,source_tight_pad,2191,840,0.764034687357371,0.7684266180862801,0.8950086058519794,0.8873720136518771,0.8911739502999143,586,0.8890200708382526,0.6496980155306299,0.7507477567298105,1159,0.5255570117955439,0.899103139013453,0.663358147229115,446
scene_occupancy,multiple_people,dino_tight_svm,2191,840,0.8703788224554998,0.854742846498394,0.9532062391681109,0.9385665529010239,0.945829750644884,586,0.8647302904564316,0.8990509059534081,0.8815566835871405,1159,0.7701711491442543,0.7062780269058296,0.7368421052631579,446
scene_occupancy,multiple_people,dino_context_svm,2191,840,0.8676403468735737,0.850904168429719,0.9338983050847458,0.9402730375426621,0.9370748299319728,586,0.8598516075845012,0.899913718723037,0.8794266441821248,1159,0.7912371134020618,0.6883408071748879,0.7362110311750599,446
scene_occupancy,multiple_people,dino_stack,2191,840,0.879963486992241,0.8667329675837688,0.9490662139219015,0.9539249146757679,0.9514893617021276,586,0.883304940374787,0.8947368421052632,0.8889841405915131,1159,0.7757009345794392,0.7443946188340808,0.7597254004576659,446
scene_occupancy,multiple_people,dino_factorized,2191,840,0.8781378366042902,0.8644061274410967,0.9550173010380623,0.9419795221843004,0.9484536082474226,586,0.8758389261744967,0.9007765314926661,0.8881327094853254,1159,0.7790973871733967,0.7354260089686099,0.7566320645905421,446
scene_occupancy,multiple_people,siglip2,2191,840,0.8566864445458695,0.8416476575508346,0.9293103448275862,0.9197952218430034,0.9245283018867925,586,0.8514522821576763,0.8852459016393442,0.868020304568528,1159,0.7684729064039408,0.6995515695067265,0.7323943661971831,446
scene_occupancy,multiple_people,convnext,2191,840,0.7731629392971247,0.7703066569528237,0.8527004909983633,0.8890784982935154,0.8705096073517126,586,0.8591101694915254,0.6997411561691113,0.7712791250594389,1159,0.5691823899371069,0.8116591928251121,0.6691312384473198,446
scene_occupancy,single_person,v1,1359,1359,0.6467991169977925,0.6397932028137978,0.9014373716632443,0.9481641468682506,0.9242105263157895,463,0.8768656716417911,0.34970238095238093,0.5,672,0.3394039735099338,0.9151785714285714,0.49516908212560384,224
scene_occupancy,single_person,source_tight_pad,1359,1359,0.6710816777041942,0.6626040927050113,0.891566265060241,0.958963282937365,0.9240374609781478,463,0.9087719298245615,0.3854166666666667,0.5412748171368861,672,0.3628472222222222,0.9330357142857143,0.5225,224
scene_occupancy,single_person,dino_tight_svm,1359,1359,0.8682855040470935,0.8333585065409812,0.9379014989293362,0.9460043196544277,0.9419354838709677,463,0.84593837535014,0.8988095238095238,0.8715728715728716,672,0.7752808988764045,0.6160714285714286,0.6865671641791045,224
scene_occupancy,single_person,dino_context_svm,1359,1359,0.8646063281824872,0.8294787732115306,0.9388646288209607,0.9287257019438445,0.9337676438653637,463,0.841886269070735,0.9032738095238095,0.8715003589375449,672,0.7666666666666667,0.6160714285714286,0.6831683168316832,224
scene_occupancy,single_person,dino_stack,1359,1359,0.8741721854304636,0.8460294984769133,0.9397849462365592,0.9438444924406048,0.9418103448275862,463,0.8652173913043478,0.8883928571428571,0.8766519823788547,672,0.7549019607843137,0.6875,0.719626168224299,224
scene_occupancy,single_person,dino_factorized,1359,1359,0.8719646799116998,0.8409342067503998,0.9399141630901288,0.9460043196544277,0.9429494079655544,463,0.8593974175035868,0.8913690476190477,0.87509130752374,672,0.7551020408163265,0.6607142857142857,0.7047619047619048,224
scene_occupancy,single_person,siglip2,1359,1359,0.8815305371596762,0.8473645147764445,0.9427966101694916,0.9611231101511879,0.9518716577540107,463,0.8629943502824858,0.9092261904761905,0.8855072463768116,672,0.7932960893854749,0.6339285714285714,0.7047146401985112,224
scene_occupancy,single_person,convnext,1359,1359,0.7998528329654158,0.7729411616989862,0.8571428571428571,0.9330453563714903,0.8934850051706308,463,0.8422818791946308,0.7470238095238095,0.7917981072555205,672,0.5907335907335908,0.6830357142857143,0.6335403726708074,224
boundary_status,interior_box,v1,2789,1804,0.6572248117604876,0.6817556389246452,0.8938307030129125,0.8887303851640513,0.8912732474964234,701,0.8746803069053708,0.4535809018567639,0.5973799126637555,1508,0.4015267175572519,0.906896551724138,0.5566137566137566,580
boundary_status,interior_box,source_tight_pad,2789,1804,0.7135173897454284,0.7296202733700302,0.8907563025210085,0.9072753209700428,0.8989399293286219,701,0.899343544857768,0.5450928381962865,0.6787778695293146,1508,0.4582256675279931,0.9172413793103448,0.6111430212521539,580
boundary_status,interior_box,dino_tight_svm,2789,1804,0.8730727859447831,0.8570853167561604,0.9622641509433962,0.9457917261055635,0.9539568345323741,701,0.8641509433962264,0.9111405835543767,0.8870238863783085,1508,0.7803921568627451,0.6862068965517242,0.7302752293577982,580
boundary_status,interior_box,dino_context_svm,2789,1804,0.8633918967371818,0.8461758670896544,0.9448476052249637,0.9286733238231099,0.9366906474820144,701,0.8533998752339363,0.9071618037135278,0.8794599807135969,1508,0.7826961770623743,0.6706896551724137,0.7223769730733519,580
boundary_status,interior_box,dino_stack,2789,1804,0.8816780207959842,0.8692365334864115,0.9585121602288984,0.9557774607703281,0.9571428571428572,701,0.8837662337662338,0.9025198938992043,0.8930446194225722,1508,0.7781818181818182,0.7379310344827587,0.7575221238938054,580
boundary_status,interior_box,dino_factorized,2789,1804,0.8770168519182503,0.8636482816435024,0.9608127721335269,0.9443651925820257,0.9525179856115108,701,0.8734015345268542,0.9058355437665783,0.8893229166666666,1508,0.7798507462686567,0.7206896551724138,0.7491039426523297,580
boundary_status,interior_box,siglip2,2789,1804,0.8659017569021155,0.8512239601544894,0.9410919540229885,0.9343794579172611,0.9377236936292055,701,0.8614113159567705,0.8985411140583555,0.8795845504706264,1508,0.7788461538461539,0.6982758620689655,0.7363636363636363,580
boundary_status,interior_box,convnext,2789,1804,0.7820007171029043,0.7785228030491348,0.8484438430311232,0.8944365192582026,0.8708333333333333,701,0.8657664813343924,0.7228116710875332,0.7878568847126852,1508,0.5865992414664981,0.8,0.6768781911013858,580
boundary_status,touches_boundary,v1,761,656,0.7542706964520368,0.7045526963742578,0.898876404494382,0.9195402298850575,0.9090909090909091,348,0.827906976744186,0.5510835913312694,0.6617100371747212,323,0.4,0.8444444444444444,0.5428571428571428,90
boundary_status,touches_boundary,source_tight_pad,761,656,0.783180026281209,0.7348495369022366,0.8986301369863013,0.9425287356321839,0.9200561009817672,348,0.8715596330275229,0.5882352941176471,0.7024029574861368,323,0.43820224719101125,0.8666666666666667,0.582089552238806,90
boundary_status,touches_boundary,dino_tight_svm,761,656,0.8567674113009198,0.805882427432353,0.9154929577464789,0.9339080459770115,0.9246088193456614,348,0.8267477203647416,0.8421052631578947,0.8343558282208589,323,0.7142857142857143,0.6111111111111112,0.6586826347305389,90
boundary_status,touches_boundary,dino_context_svm,761,656,0.8777923784494087,0.8305198062116315,0.9192200557103064,0.9482758620689655,0.9335219236209336,348,0.851963746223565,0.8730650154798761,0.8623853211009175,323,0.7887323943661971,0.6222222222222222,0.6956521739130435,90
boundary_status,touches_boundary,dino_stack,761,656,0.8633377135348226,0.8152557579155056,0.9183098591549296,0.9367816091954023,0.9274537695590327,348,0.8425925925925926,0.8452012383900929,0.8438948995363215,323,0.7073170731707317,0.6444444444444445,0.6744186046511628,90
