task,candidate,classifier,C,class_weight,feature_dimensions,train_rows,validation_rows,accuracy,macro_f1,weighted_f1,balanced_accuracy,log_loss,brier_score,ece,fit_seconds,iterations,screen,converged
label_3,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,balanced,1152,9958,3327,0.8938984069732492,0.8929211707276972,0.8935580657641871,0.8914147859764382,2.3718328769435524,0.2061153748420545,0.1014850835775529,10.676316099998076,501,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,1152,9958,3327,0.8926961226330027,0.8928395891987505,0.8928353431197257,0.894182705760691,0.548207723683348,0.1877633825552027,0.0808540691542115,3.589222700044047,461,required_small,True
label_3,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,balanced,1152,9958,3327,0.8938984069732492,0.8927627282514973,0.8934236201683391,0.8911159539306932,1.6995789194031934,0.2036787419596426,0.1000492618609415,9.747109199990518,542,capacity_base,True
label_3,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,none,1152,9958,3327,0.8938984069732492,0.8927612972863684,0.8934262558986416,0.8910277186365755,1.7121925058950025,0.2038969131045145,0.0996471042377159,9.340871000022162,545,capacity_base,True
label_3,fusion__convnext_small__person_context_25__dinov2_base__person_context_25,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.8929966937180643,0.8923617977887407,0.8927188257380734,0.8915618447999676,1.243024212073481,0.1963384318995244,0.0964801844807762,4.45714010001393,205,capacity_base,True
label_3,fusion__dinov2_base__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,none,1152,9958,3327,0.893297264803126,0.8923005585771921,0.8929259367682724,0.8907367439219741,2.380682989749655,0.2068175061464964,0.1021274820392831,9.30301580001833,485,capacity_base,True
label_3,fusion__dinov2_small__full_frame__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.8935978358881875,0.8917324470934492,0.8932721877556558,0.8926724557454833,0.6509433481952271,0.1740651866627811,0.0760152817841348,4.611321899981704,573,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,balanced,384,9958,3327,0.8917944093778178,0.8912030720450655,0.8921186415471829,0.8934729302268994,0.2992495749931989,0.1595531610631688,0.0332960858847948,1.8120609000325203,162,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.8920949804628795,0.8909541290763165,0.8916966696083097,0.8912136180221829,0.3824845776864461,0.1701439249652652,0.0624558787375031,3.4174305999767967,451,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,balanced,384,9958,3327,0.8911932672076947,0.8904969599650335,0.8914936299237247,0.8927835127846381,0.3149995587916512,0.1629416031272011,0.0363571264268237,2.042101399973035,191,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,balanced,384,9958,3327,0.8911932672076947,0.890458244104717,0.8914604077486871,0.8927721373968408,0.3172956857501982,0.1633934411615237,0.0367337864305075,2.317181200021878,203,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,none,384,9958,3327,0.8920949804628795,0.8902353543847917,0.8917357812375833,0.8906187217389542,0.3079958775738616,0.1588463526120981,0.0357327537307324,2.177733599964995,188,required_small,True
label_3,dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,none,384,9958,3327,0.8920949804628795,0.8902353543847917,0.8917357812375833,0.8906187217389542,0.3108700524077715,0.1594272513771478,0.0360385396768007,2.214359699981287,205,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,none,1152,9958,3327,0.8899909828674482,0.8899944323766239,0.8899961183694622,0.8907814952247705,0.5408382642363735,0.1878302838534465,0.0804784633883596,3.60189900000114,463,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.8890892696122633,0.8885354726166589,0.8890112633361538,0.8900575764949205,0.3921358131092456,0.1725854011394704,0.0633346913369083,3.244414599961601,424,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.8890892696122633,0.887719308700639,0.8886057961057651,0.8878888922683862,0.4994433398977222,0.1769471582197258,0.0688471027102052,7.513271400006488,881,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.8887886985272017,0.887281612853601,0.8883053099817265,0.8873677129590202,0.613211368606721,0.1803247320447378,0.0697547185964818,6.439087000035215,787,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.886985272016832,0.886323769515806,0.8868922913454875,0.8878552121986333,0.5103915028312609,0.1795047270413953,0.0695799126155734,7.535109999997076,858,required_small,True
label_3,fusion__dinov2_small__person_context_10__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.8848812744214006,0.8840925559519343,0.8848192149173703,0.8856755986779407,0.6197684603814586,0.1831803611554402,0.072649963291633,7.253969300014432,835,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,balanced,1152,9958,3327,0.8797715659753532,0.8797694481894406,0.8801001847828586,0.8815316827868687,0.5461325303279311,0.2025101415849042,0.0851480957817943,4.808138900029007,453,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,1.0,balanced,1152,9958,3327,0.8788698527201683,0.8791063417820508,0.8792965573170364,0.8797603159154045,0.7604603964682936,0.2131041717383429,0.0986796364791118,5.7792648000177,376,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,1.0,none,1152,9958,3327,0.8788698527201683,0.878807962232254,0.8791672832885721,0.8788751951659671,0.7656720707475194,0.215567935110025,0.0997328429779776,6.543030600005295,377,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,1152,9958,3327,0.8779681394649834,0.8783984364723665,0.8782813708962449,0.8795516657542025,1.2360125379758264,0.2258678335707499,0.1069419197114102,6.486442100023851,798,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,1.0,none,1152,9958,3327,0.8782687105500451,0.8776148857053894,0.8782080364981122,0.8782029928827787,0.5438923671589485,0.200487369828584,0.0844468351948713,6.738140899979044,486,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,10.0,none,1152,9958,3327,0.8770664262097986,0.8774332589918954,0.8773405257316703,0.8782073321572682,1.1938873788625135,0.2236991266291888,0.1068364549721024,5.997822700010147,793,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,none,1152,9958,3327,0.8716561466786895,0.8719587161503742,0.8718413051344497,0.8730100573838636,2.50356206675687,0.2477719773587623,0.1215586858693127,16.093903600005433,1357,required_small,True
label_3,fusion__convnext_small__person_context_25__dinov2_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,1152,9958,3327,0.8710550045085663,0.8714184560429263,0.8712894267474417,0.8727077072814647,2.6116766663278583,0.2487537406284059,0.122915453126556,19.334609300014563,1383,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,balanced,1152,9958,3327,0.8707544334235047,0.8706001881937926,0.8709118255784765,0.8722861386540138,0.9777357927322572,0.230753759280912,0.1084257686006529,5.237071899988223,664,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,100.0,none,1152,9958,3327,0.870453862338443,0.8701533332835281,0.8704564261965332,0.8710449337956486,0.9659140772922566,0.2292017759245181,0.1064620996693375,5.35093010001583,684,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,balanced,1152,9958,3327,0.8698527201683198,0.8694466617006897,0.8699937585073819,0.8711865279720988,0.8174351207013505,0.2283232372035153,0.1054404292087017,8.149030899978243,787,required_small,True
label_3,fusion__convnext_small__person_context_10__dinov2_small__person_context_10,standardized_multinomial_logistic,10.0,none,1152,9958,3327,0.8701532912533815,0.8694204932462601,0.8701015396873995,0.8705237544862826,0.8118451249627077,0.2265010260630312,0.1044960524336627,18.650403299950995,777,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.8692515779981965,0.8669566931489827,0.8690174162612975,0.865826479712878,0.3455276749532542,0.1973206628068359,0.0308026196030463,3.784257700026501,118,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.8662458671475805,0.8650224097784793,0.8668063132191312,0.8657889064622747,0.3493150644761677,0.2002891781499813,0.02861263253765,3.287017599970568,136,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,100.0,balanced,1152,9958,3327,0.8641418695521491,0.8642244595850178,0.86493247414381,0.8648445870592291,3.367222745977358,0.266259075249191,0.1320539458519584,10.535572100023272,772,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,10.0,balanced,1152,9958,3327,0.8629395852119026,0.8627859012187892,0.8635795387825477,0.8632551554230793,2.18687934730555,0.2596471818071195,0.1280534341963695,11.253545799991116,678,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,10.0,none,1152,9958,3327,0.8629395852119026,0.8626622327970996,0.8635365932924548,0.8628908388588113,2.205508734484107,0.2603586840651238,0.1293609493488687,11.086690700030886,715,required_small,True
label_3,fusion__convnext_small__full_frame__dinov2_small__full_frame,standardized_multinomial_logistic,100.0,none,1152,9958,3327,0.8623384430417794,0.8622604548942826,0.8630813885418438,0.8627990855080397,3.379159914410357,0.2688130045182151,0.1344690659387779,12.647978900000451,786,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.8611361587015329,0.8605587759770138,0.8617344953610826,0.8626042034186994,0.3590099875388933,0.2063568365705227,0.0339586846503602,2.0301806000061333,120,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.8578298767658551,0.8557228038211231,0.8575187664168071,0.8553260336192388,0.3552516823782485,0.2033480820544493,0.0343215349390227,2.401679800008424,118,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.8518184550646228,0.8491889513972936,0.8513016724433318,0.8478966076606445,0.3715835880611012,0.212963247720661,0.0164732193543341,0.7695410000160336,71,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.848512173128945,0.8472469786036722,0.8488422862445094,0.8479441267717015,0.5352366874332998,0.2458473618987892,0.0914640659154027,3.0706761000328697,246,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.8473098887886985,0.8466723915737114,0.8481764492197833,0.8490783097106475,0.3782323896592623,0.2183775966287069,0.0147050431382041,0.8052673999918625,72,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.8479110309588218,0.845671243070021,0.8476952954222059,0.8450746497151084,0.5295216598965673,0.2441344108814945,0.0898459487794618,3.250636200013105,242,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.8434024646828975,0.8409253653082375,0.8429406230026322,0.8401773323600382,0.3806934532331748,0.2230606400343802,0.0317140863945297,1.9801560000050813,136,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.8440036068530208,0.8408917692376096,0.8430992367683195,0.8401239734777054,0.3773736871941113,0.2217379459502557,0.0218473567117362,0.7611311000073329,87,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.8409978960024046,0.8403524888244406,0.8415711525892831,0.8422550844536367,0.3825862890690191,0.2260349868707415,0.0211418757315716,0.7856241000117734,90,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.840697324917343,0.8399207995334379,0.8414185262398883,0.8423029786888904,0.4378106697737097,0.2368205643297241,0.0547041978336949,1.5620486999978311,161,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.8409978960024046,0.8384910828623259,0.8406727538224616,0.8380001115234097,0.4281264252711619,0.2299612961998764,0.0511159033826396,1.7272640999872235,164,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.8400961827472198,0.838211938168126,0.8402433371327568,0.8385456130745991,0.5512334520480353,0.2506640150164688,0.093577170608056,3.1618629000149667,236,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.8385933273219116,0.8376847916397039,0.8392684055730164,0.839488807105055,0.5567222877810135,0.2527731934736991,0.0937759210998928,2.720700300007593,229,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,0.01,none,768,9958,3327,0.8391944694920349,0.83582091485602,0.8384745270603088,0.8346569032990653,0.3878764568527542,0.2277241265248997,0.0268411171637095,1.3146324999979695,89,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,0.01,balanced,1536,9958,3327,0.8361887586414187,0.8356526264508771,0.8371303042877931,0.8374284121094145,0.3870001137996559,0.2276352982099881,0.0358204381170967,1.998718800023198,143,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.8367899008115419,0.833850187988567,0.8363365450307271,0.8339824502706977,0.5178697411845377,0.2473696900793215,0.0692210195565405,2.4072582999942824,302,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.8352870453862339,0.8325822988250989,0.8347541957590187,0.832532220126934,0.4376264959024842,0.2407927414883543,0.0533467842812093,1.5285693000187166,196,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,0.01,balanced,768,9958,3327,0.8325819056206792,0.8319664434023503,0.8336623089673213,0.8336817426039702,0.3940952460139309,0.2332077647927154,0.0190812163177398,1.294610199984163,90,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.830477908025248,0.8302935136638417,0.8312515639616903,0.8328711600462316,0.4472802981277869,0.2473210497443555,0.0570645050750256,2.20181820000289,188,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.8313796212804329,0.8300705883156536,0.831974717306316,0.8325590060222642,0.5298950134237752,0.2544051884655404,0.0765012578034283,2.6473096000263467,294,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.8325819056206792,0.8292136057661162,0.8321306111854272,0.8294240018654825,0.5780350999042616,0.2566843652048304,0.0790987085262102,3.162726600014139,380,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.8322813345356177,0.8287862826267767,0.8318197719637964,0.8288914471683192,0.5913771563439502,0.2584189505281599,0.0798020701581992,5.482530399982352,421,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.8286744815148782,0.8263428616924425,0.8285849310018384,0.8270432203905348,0.5677505356444595,0.2652565676717091,0.0770411026828239,3.671776700008195,380,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.8277727682596934,0.826077180282105,0.8283177836778309,0.828479378307683,0.5895627091271392,0.2636077589160119,0.0836564909732963,4.004986700019799,416,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8268710550045085,0.8252284754761358,0.8271652044002603,0.8248012652837765,1.1717169802826854,0.3055984497019577,0.1414560148342096,5.100386299949605,451,required_small,True
label_3,convnext_small__full_frame,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.826570483919447,0.8248296885730116,0.82716291684954,0.8272229048806699,0.6015442348086537,0.2652190787633921,0.0856529757278338,5.331697299960069,426,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8253681995792005,0.8242055481251956,0.825953046974174,0.8244722712249327,1.1721023906350454,0.3061473154027066,0.1420386284857872,5.253283200028818,474,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,0.1,none,768,9958,3327,0.826570483919447,0.8234468690944023,0.8260534098615226,0.8230478638197781,0.4516740260506147,0.2522013151758789,0.0570535348063626,2.864736199961044,200,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.8220619176435227,0.8217591851673715,0.823003076671946,0.8246507593730357,0.5833289728983039,0.2731296181270936,0.0846496908366634,2.6638771000434645,374,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,0.1,none,1536,9958,3327,0.8238653441538923,0.8216489690685952,0.8239754013750161,0.8223133909199668,0.5324857511949357,0.2674033692435309,0.0922531899549413,3.1312619000091217,260,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,0.1,balanced,1536,9958,3327,0.8217613465584611,0.8210522203362866,0.8227731817494074,0.8228232658109779,0.5435766185290684,0.2730995404017565,0.094756330348224,4.731091300025582,280,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,0.1,balanced,768,9958,3327,0.8199579200480914,0.8191103530901183,0.8209524683584953,0.821352677575684,0.4622061319604711,0.2597658363530432,0.0646270905631516,2.717736100021284,204,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.8214607754733995,0.8185027624759034,0.8212779191573563,0.8192055477827118,0.7335234659051092,0.2831994975135551,0.0927977566614314,6.387516600021627,637,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.8196573489630298,0.8172771554295907,0.8197840812360211,0.8170063264188819,3.0905738484146617,0.3475228537526383,0.1699962494551852,11.648820300004443,1050,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.8190562067929065,0.8168418092285749,0.8192739065648351,0.8167153517042806,3.0747438509140226,0.3470253066981263,0.1692176566711977,10.578005900024436,980,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.8190562067929065,0.8160866722341219,0.818977893307432,0.8166157410223654,0.8112481441978021,0.288747809663119,0.0952089329174053,9.40315039997222,788,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.8142470694319206,0.8131668311802196,0.8152941599268673,0.8158475880528013,0.7522175521583329,0.2907895867856647,0.1007746417565238,6.216925999964587,615,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.8145476405169823,0.8127430224983551,0.8150071313524746,0.8126518137761827,4.589355246536504,0.3604568420270524,0.1790453423748741,12.896237300010398,1181,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_10,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.8145476405169823,0.8126900068043669,0.8149576012936377,0.8122647464363201,4.582865852854299,0.3603340835644317,0.1792267095697534,13.46538310003234,1202,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8133453561767358,0.8122000771546648,0.8140896439950737,0.8134275199221364,1.2438081287885314,0.324572498591484,0.1543374015704753,6.71958709997125,493,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8136459272617974,0.8117066071732552,0.8139374072449012,0.8123776790964575,1.2480530164602723,0.3242206341658835,0.1538088964303431,6.386609499983024,487,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,1.0,none,1536,9958,3327,0.8127442140066126,0.8110426077145624,0.8134071263425598,0.8121973153273719,0.969661512314674,0.3186763821118925,0.1358925647087533,12.015099299955182,596,required_small,True
label_3,convnext_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.8121430718364894,0.8109740167307192,0.8132391494785547,0.8134146440375529,0.8291234048228241,0.2961235160637092,0.1022259977629477,8.180562299967278,738,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,1.0,none,768,9958,3327,0.8115419296663661,0.8083022465772917,0.8113773603035616,0.8087607822860271,0.5482309497053011,0.2795475594152815,0.0888514137001021,4.904999500024132,375,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,1.0,balanced,1536,9958,3327,0.8067327923053802,0.8059062706677022,0.807863597267839,0.8078502848916195,0.985551640635356,0.3246981256504263,0.14175581103278,12.564479299995584,614,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,1.0,balanced,768,9958,3327,0.8064322212203187,0.8050337497754252,0.8073341183821555,0.8073832147129792,0.5623339385340111,0.2874826297382925,0.0945109641986518,4.633792800013907,359,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.8049293657950105,0.8035892215760567,0.8056192559738136,0.8041655108786018,4.739747435097901,0.3825946175821095,0.1888492884492771,13.050464699976146,1221,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.8043282236248873,0.8030836466128214,0.8051345231412816,0.803698065575765,4.742022662839536,0.383030579033422,0.1895453368819312,13.56206009996822,1132,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.803727081454764,0.801773868710809,0.8041521395812102,0.8025647038546545,3.177394459465552,0.373318369996553,0.1836566900188561,14.96310730004916,1025,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,10.0,balanced,768,9958,3327,0.8034265103697025,0.8016451458341365,0.8042504273148444,0.8041694750288947,0.6191662310912583,0.2978863283912911,0.1040239644714048,3.2521399999968708,455,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,10.0,none,768,9958,3327,0.8049293657950105,0.8014862705669995,0.8047387486843889,0.8022301741792891,0.6041347690610029,0.2899940712004487,0.1007572904146807,3.810494799981825,489,required_small,True
label_3,fusion__convnext_small__full_frame__convnext_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.8031259392846408,0.8013980798221377,0.8037784920883135,0.8023078553034452,3.166056088821387,0.3729007222620686,0.1841854011555595,14.468610000039916,992,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,100.0,balanced,768,9958,3327,0.8028253681995792,0.8010220340531485,0.8036399315938665,0.8035910436563457,0.6297573526111945,0.2995593609448471,0.1045136847373399,3.649533900024835,495,required_small,True
label_3,convnext_small__person_context_10,standardized_multinomial_logistic,100.0,none,768,9958,3327,0.8043282236248873,0.8008742967165384,0.8041277783795172,0.8015521321248252,0.6152032056339137,0.2917690589760537,0.1022055098190645,3.677540400007274,490,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,10.0,none,1536,9958,3327,0.8004207995190863,0.7987611323698909,0.8010597258390333,0.7997149056106414,1.9495608393236832,0.3672058413562428,0.1733603604936312,24.078309700009413,1289,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,10.0,balanced,1536,9958,3327,0.7974150886684701,0.7960264487938464,0.798233407927763,0.7970988300180465,1.9645602484607667,0.3719069719620344,0.1776776268246411,22.388119000010192,1242,required_small,True
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,100.0,balanced,1536,9958,3327,0.7932070934776074,0.7920248807975222,0.7938814472810053,0.7934768436847336,3.6992247053153697,0.3958067108770885,0.1939253206911868,31.754886799957603,2000,required_small,False
label_3,fusion__convnext_small__person_context_10__convnext_small__person_context_25,standardized_multinomial_logistic,100.0,none,1536,9958,3327,0.7926059513074842,0.7910692733401415,0.7931102716043079,0.7923889835148125,3.7609676626366415,0.3955952350580589,0.1945109809031455,34.79929120000452,2000,required_small,False
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.001,balanced,7680,9958,3327,0.9329726480312592,0.9262770271156358,0.9331001190184558,0.9269357685218538,0.174883330936878,0.0969176295755524,0.0177067451761894,8.977269900031388,191,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.001,none,7680,9958,3327,0.9320709347760744,0.9250299407620322,0.9318957764947708,0.9248674885093506,0.1737370270631773,0.0964041846395698,0.0205397381296478,10.573460299987346,222,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,balanced,7680,9958,3327,0.930868650435828,0.9240411239910248,0.9308549367518698,0.924402719555284,0.1841914617016764,0.1004970257800042,0.0216187895183074,15.294689600006675,338,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,none,7680,9958,3327,0.9299669371806432,0.922772231620928,0.9297923746437732,0.9226004259655896,0.1820704146010516,0.1001287083830535,0.0234500088619839,15.053494399995545,322,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,none,7680,9958,3327,0.927862939585212,0.9208863519182396,0.9278142016764026,0.921021460018594,0.2343033385717678,0.1104479549133541,0.0412883305597752,10.51825480000116,236,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.1,balanced,7680,9958,3327,0.9269612263300272,0.9199236058059588,0.9269868249468314,0.92028054426968,0.2368145831742273,0.1106514549305759,0.0422304122275796,10.096309799992014,229,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.0001,none,7680,9958,3327,0.9236549443943493,0.9162110666879,0.9234157440451706,0.9162162827030385,0.2447752724488509,0.1249254183145994,0.0698332161857328,8.847523199976422,189,official_multilayer,True
label_4,fusion__dinov2_base__full_frame__dinov2_base__person_context_10,standardized_multinomial_logistic,0.01,none,1536,9958,3327,0.9221520889690412,0.9150201390317813,0.9222576981080228,0.915331032406206,0.2167660078245523,0.1177955817323713,0.0163446988695701,3.144266100018285,154,capacity_base,True
