candidate,accuracy,macro_f1,weighted_f1,balanced_accuracy,log_loss,brier_score,ece
dinov2_base_top4,0.6750864131879819,0.6731894794562202,0.6806209711861225,0.7601503963245646,1.750871296022627,0.5537191183682608,0.23649750415374232
locked_ensemble_collapsed,0.6663121510236639,0.6669343425821733,0.6741238158503868,0.7569082810711252,1.251168850728911,0.5397953036631573,0.19167657852802208
dinov2_base_multilayer_rbf,0.6453070991757511,0.650368939078331,0.6582529940543265,0.732687851160058,2.080059294541742,0.6319355063300849,0.27291174349552694
dinov2_small_moderate,0.6471683063015156,0.6454967115481802,0.651612310014753,0.7305056113001794,1.623235401632569,0.5868347562070569,0.2431479729395501
direct_three_class_probe,0.640521137995214,0.6429848824875517,0.6463524077197895,0.737169204237857,1.2775279425277843,0.5854672817061546,0.24083843932660062
dinov2_base_multilayer_logistic,0.6362669502791811,0.6391546999892334,0.6422568107052106,0.7336029514382351,1.4022410695519967,0.600446371621677,0.24677418735217962
convnext_small_full,0.627226801382611,0.6207692230958681,0.6214379559542734,0.70922973032615,1.8413584312619828,0.6251248609625849,0.26541186723247107
